Date,Price,Open,High,Low,Vol.,Change %,Index
2020-03-19,955.54,972.32,977.11,945.31,388.91M,-1.87,Health
2020-03-20,916.59,959.3,972.95,913.28,407.75M,-4.08,Health
2020-03-23,870.99,910.67,910.67,858.0,373.17M,-4.97,Health
2020-03-24,937.08,906.88,938.93,904.89,348.87M,7.59,Health
2020-03-25,948.94,932.73,980.18,922.0,364.88M,1.27,Health
2020-03-26,1015.18,957.61,1017.92,956.09,335.96M,6.98,Health
2020-03-27,990.69,995.14,1016.6,983.05,269.84M,-2.41,Health
2020-03-30,1036.98,1007.29,1038.81,1007.29,296.72M,4.67,Health
2020-03-31,1032.9,1033.82,1043.52,1022.32,319.52M,-0.39,Health
2020-04-01,993.02,1002.69,1007.31,984.01,237.35M,-3.86,Health
2020-04-02,1020.68,988.14,1022.95,978.9,242.51M,2.79,Health
2020-04-03,1010.87,1014.3,1025.71,1000.11,223.25M,-0.96,Health
2020-04-06,1065.43,1037.88,1070.4,1037.88,291.22M,5.4,Health
2020-04-07,1055.49,1085.42,1093.29,1055.0,263.02M,-0.93,Health
2020-04-08,1099.88,1061.43,1105.4,1051.62,230.60M,4.21,Health
2020-04-09,1106.01,1100.14,1111.56,1095.56,243.94M,0.56,Health
2020-04-13,1095.15,1105.03,1105.03,1080.29,186.09M,-0.98,Health
2020-04-14,1131.35,1111.73,1135.12,1111.73,215.22M,3.31,Health
2020-04-15,1125.42,1121.34,1131.75,1110.27,207.80M,-0.52,Health
2020-04-16,1150.15,1133.15,1152.86,1130.59,233.53M,2.2,Health
2020-04-17,1173.93,1170.26,1175.8,1157.87,325.68M,2.07,Health
2020-04-20,1164.79,1167.64,1181.29,1160.96,228.70M,-0.78,Health
2020-04-21,1128.23,1150.26,1150.72,1126.93,229.50M,-3.14,Health
2020-04-22,1146.31,1143.09,1151.7,1138.48,201.66M,1.6,Health
2020-04-23,1151.83,1151.8,1170.34,1151.09,248.06M,0.48,Health
2020-04-24,1168.43,1158.91,1170.04,1152.1,182.66M,1.44,Health
2020-04-27,1183.79,1173.44,1188.11,1173.44,195.76M,1.31,Health
2020-04-28,1158.58,1187.96,1189.93,1157.76,222.54M,-2.13,Health
2020-04-29,1167.15,1168.07,1175.63,1159.97,275.09M,0.74,Health
2020-04-30,1162.03,1164.3,1169.13,1155.8,277.54M,-0.44,Health
2020-05-01,1137.89,1152.53,1152.53,1129.42,206.02M,-2.08,Health
2020-05-04,1138.72,1137.8,1141.18,1128.83,174.24M,0.07,Health
2020-05-05,1163.21,1148.02,1171.79,1146.61,187.42M,2.15,Health
2020-05-06,1151.78,1166.5,1169.4,1151.78,201.89M,-0.98,Health
2020-05-07,1151.26,1158.87,1162.12,1150.0,211.90M,-0.05,Health
2020-05-08,1157.47,1159.49,1163.13,1153.66,194.24M,0.54,Health
2020-05-11,1177.17,1155.61,1179.33,1153.39,201.82M,1.7,Health
2020-05-12,1159.62,1181.12,1184.83,1159.42,198.68M,-1.49,Health
2020-05-13,1146.87,1158.24,1166.32,1137.47,221.81M,-1.1,Health
2020-05-14,1159.19,1139.46,1159.19,1135.58,199.08M,1.07,Health
2020-05-15,1167.63,1156.04,1169.35,1152.9,255.68M,0.73,Health
2020-05-18,1178.58,1184.38,1195.68,1177.61,215.58M,0.94,Health
2020-05-19,1164.35,1176.4,1180.29,1163.99,171.01M,-1.21,Health
2020-05-20,1165.78,1170.98,1176.99,1162.86,188.78M,0.12,Health
2020-05-21,1156.32,1164.38,1164.38,1150.31,184.26M,-0.81,Health
2020-05-22,1158.51,1155.46,1159.05,1150.04,161.61M,0.19,Health
2020-05-26,1156.27,1168.3,1176.24,1154.55,219.32M,-0.19,Health
2020-05-27,1168.41,1156.87,1168.41,1140.49,217.64M,1.05,Health
2020-05-28,1183.11,1177.02,1195.31,1177.02,189.88M,1.26,Health
2020-05-29,1198.14,1186.81,1199.83,1172.86,300.28M,1.27,Health
2020-06-01,1186.09,1189.26,1191.59,1178.53,207.25M,-1.01,Health
2020-06-02,1193.3,1186.4,1193.38,1179.68,207.74M,0.61,Health
2020-06-03,1190.92,1195.63,1197.45,1185.72,200.42M,-0.2,Health
2020-06-04,1181.32,1188.23,1191.09,1173.63,188.02M,-0.81,Health
2020-06-05,1200.89,1184.12,1209.37,1183.26,233.60M,1.66,Health
2020-06-08,1208.56,1198.65,1208.68,1192.38,205.15M,0.64,Health
2020-06-09,1195.49,1207.67,1211.56,1194.48,177.13M,-1.08,Health
2020-06-10,1193.84,1199.67,1203.36,1188.7,192.88M,-0.14,Health
2020-06-11,1126.67,1188.93,1188.93,1123.82,284.38M,-5.63,Health
2020-06-12,1134.51,1141.43,1153.78,1114.88,223.53M,0.7,Health
2020-06-15,1136.59,1123.56,1142.93,1109.0,214.50M,0.18,Health
2020-06-16,1164.27,1152.0,1171.69,1146.58,242.84M,2.44,Health
2020-06-17,1163.36,1168.05,1172.26,1160.18,164.70M,-0.08,Health
2020-06-18,1159.85,1157.66,1161.88,1152.51,162.77M,-0.3,Health
2020-06-19,1169.95,1164.37,1176.95,1158.59,351.82M,0.87,Health
2020-06-22,1165.74,1167.49,1167.49,1154.09,169.90M,-0.36,Health
2020-06-23,1170.82,1169.03,1180.76,1168.73,180.58M,0.44,Health
2020-06-24,1139.72,1164.93,1164.93,1132.21,209.36M,-2.66,Health
2020-06-25,1151.43,1139.73,1152.22,1129.83,180.12M,1.03,Health
2020-06-26,1137.37,1150.53,1151.83,1131.86,319.76M,-1.22,Health
2020-06-29,1147.04,1142.62,1149.17,1137.27,158.06M,0.85,Health
2020-06-30,1167.8,1147.26,1172.72,1144.78,183.20M,1.81,Health
2020-07-01,1176.09,1172.84,1180.64,1165.62,204.95M,0.71,Health
2020-07-02,1184.43,1181.32,1190.99,1181.32,160.55M,0.71,Health
2020-07-06,1196.34,1191.49,1203.18,1191.01,155.72M,1.01,Health
2020-07-07,1186.07,1190.01,1200.34,1184.51,153.73M,-0.86,Health
2020-07-08,1186.27,1188.3,1193.69,1178.59,159.56M,0.02,Health
2020-07-09,1176.56,1185.96,1189.29,1162.44,155.62M,-0.82,Health
2020-07-10,1173.97,1177.5,1179.07,1165.48,138.01M,-0.22,Health
2020-07-13,1180.18,1177.23,1202.37,1177.23,200.91M,0.53,Health
2020-07-14,1203.28,1177.7,1205.19,1174.68,173.05M,1.96,Health
2020-07-15,1219.14,1211.63,1222.22,1210.16,169.33M,1.32,Health
2020-07-16,1217.06,1216.9,1217.59,1208.61,132.13M,-0.17,Health
2020-07-17,1233.67,1221.95,1237.75,1221.74,166.86M,1.36,Health
2020-07-20,1233.55,1236.35,1240.75,1229.72,148.81M,-0.01,Health
2020-07-21,1232.87,1234.82,1242.32,1230.18,146.20M,-0.06,Health
2020-07-22,1243.35,1238.07,1245.5,1231.73,203.73M,0.85,Health
2020-07-23,1238.28,1246.21,1252.38,1233.98,186.07M,-0.41,Health
2020-07-24,1224.52,1238.63,1238.63,1216.56,157.40M,-1.11,Health
2020-07-27,1233.39,1221.28,1236.43,1219.67,151.74M,0.72,Health
2020-07-28,1231.63,1234.65,1239.86,1230.22,174.25M,-0.14,Health
2020-07-29,1244.95,1234.75,1250.08,1234.65,178.13M,1.08,Health
2020-07-30,1235.39,1236.68,1237.97,1223.14,159.83M,-0.77,Health
2020-07-31,1228.58,1233.59,1234.93,1212.97,199.66M,-0.55,Health
2020-08-03,1241.39,1234.02,1245.38,1234.02,173.23M,1.04,Health
2020-08-04,1235.79,1239.5,1241.4,1228.45,163.94M,-0.45,Health
2020-08-05,1241.86,1239.18,1243.82,1238.69,168.09M,0.49,Health
2020-08-06,1234.73,1242.66,1245.44,1226.12,166.87M,-0.57,Health
2020-08-07,1239.1,1234.87,1239.21,1230.35,149.78M,0.35,Health
2020-08-10,1234.88,1239.24,1240.24,1231.6,141.61M,-0.34,Health
2020-08-11,1226.88,1238.33,1242.23,1224.28,167.22M,-0.65,Health
2020-08-12,1247.96,1231.19,1251.51,1231.19,135.62M,1.72,Health
2020-08-13,1245.9,1243.54,1246.96,1237.87,118.71M,-0.17,Health
2020-08-14,1243.21,1243.5,1248.52,1238.44,110.28M,-0.22,Health
2020-08-17,1250.47,1245.77,1255.18,1245.77,123.98M,0.58,Health
2020-08-18,1250.04,1252.16,1255.39,1243.86,112.42M,-0.03,Health
2020-08-19,1245.63,1250.3,1254.78,1243.49,138.38M,-0.35,Health
2020-08-20,1242.04,1241.54,1244.2,1238.85,123.03M,-0.29,Health
2020-08-21,1243.13,1242.62,1244.87,1233.88,151.73M,0.09,Health
2020-08-24,1236.45,1245.23,1248.0,1229.33,141.72M,-0.54,Health
2020-08-25,1245.11,1239.47,1245.57,1238.56,142.76M,0.7,Health
2020-08-26,1243.59,1242.32,1244.91,1230.42,139.11M,-0.12,Health
2020-08-27,1253.32,1245.12,1259.13,1237.16,191.36M,0.78,Health
2020-08-28,1255.85,1254.85,1256.33,1247.11,156.20M,0.2,Health
2020-08-31,1259.88,1255.12,1265.1,1253.15,185.91M,0.32,Health
2020-09-01,1247.56,1258.94,1259.44,1240.65,188.45M,-0.98,Health
2020-09-02,1273.61,1248.2,1276.15,1243.87,188.78M,2.09,Health
2020-09-03,1238.68,1275.71,1276.28,1229.72,204.35M,-2.74,Health
2020-09-04,1229.65,1240.06,1244.25,1214.63,185.43M,-0.73,Health
2020-09-08,1209.04,1226.67,1226.67,1205.91,175.34M,-1.68,Health
2020-09-09,1230.48,1214.1,1240.44,1214.1,153.77M,1.77,Health
2020-09-10,1211.4,1231.02,1233.73,1208.6,156.20M,-1.55,Health
2020-09-11,1216.07,1214.73,1221.45,1206.93,148.60M,0.39,Health
2020-09-14,1232.48,1219.84,1239.16,1219.84,161.48M,1.35,Health
2020-09-15,1234.48,1237.15,1244.04,1231.3,143.32M,0.16,Health
2020-09-16,1231.71,1238.04,1243.38,1230.81,173.44M,-0.22,Health
2020-09-17,1227.91,1225.07,1232.05,1217.57,160.36M,-0.31,Health
2020-09-18,1226.34,1227.3,1233.94,1215.2,263.32M,-0.13,Health
2020-09-21,1203.72,1222.03,1222.03,1187.04,197.08M,-1.84,Health
2020-09-22,1201.45,1201.48,1205.01,1190.48,161.56M,-0.19,Health
2020-09-23,1188.52,1202.76,1206.38,1187.59,161.03M,-1.08,Health
2020-09-24,1182.29,1187.0,1188.35,1175.51,156.53M,-0.52,Health
2020-09-25,1201.81,1177.46,1204.73,1176.69,140.81M,1.65,Health
2020-09-28,1211.66,1209.27,1221.48,1209.27,133.90M,0.82,Health
2020-09-29,1210.72,1214.62,1220.42,1206.12,123.36M,-0.08,Health
2020-09-30,1231.02,1212.6,1239.94,1212.6,180.81M,1.68,Health
2020-10-01,1225.24,1235.33,1240.56,1220.51,154.67M,-0.47,Health
2020-10-02,1214.11,1218.56,1226.52,1209.19,140.54M,-0.91,Health
2020-10-05,1239.5,1220.77,1240.52,1220.77,142.10M,2.09,Health
2020-10-06,1223.27,1241.42,1243.41,1222.03,153.48M,-1.31,Health
2020-10-07,1246.4,1228.04,1249.65,1228.04,147.53M,1.89,Health
2020-10-08,1252.28,1248.97,1256.28,1248.97,137.80M,0.47,Health
2020-10-09,1263.33,1257.65,1266.97,1255.96,140.70M,0.88,Health
2020-10-12,1271.84,1266.82,1276.94,1265.41,139.92M,0.67,Health
2020-10-13,1262.7,1270.28,1271.09,1259.33,143.20M,-0.72,Health
2020-10-14,1253.94,1262.72,1266.04,1250.34,142.06M,-0.69,Health
2020-10-15,1244.88,1242.52,1247.12,1236.23,160.87M,-0.72,Health
2020-10-16,1257.6,1247.6,1266.46,1247.6,188.18M,1.02,Health
2020-10-19,1236.95,1259.39,1264.46,1233.32,163.28M,-1.64,Health
2020-10-20,1238.56,1238.56,1249.36,1237.57,137.07M,0.13,Health
2020-10-21,1232.76,1237.81,1242.38,1229.93,143.11M,-0.47,Health
2020-10-22,1251.08,1234.93,1253.44,1234.55,153.36M,1.49,Health
2020-10-23,1255.97,1256.41,1265.22,1249.08,162.37M,0.39,Health
2020-10-26,1242.03,1249.0,1249.0,1230.45,166.58M,-1.11,Health
2020-10-27,1233.48,1240.06,1243.54,1233.02,178.72M,-0.69,Health
2020-10-28,1193.7,1220.18,1220.23,1192.97,211.68M,-3.23,Health
2020-10-29,1185.17,1192.41,1198.56,1178.22,196.99M,-0.71,Health
2020-10-30,1184.32,1182.32,1190.17,1168.75,213.70M,-0.07,Health
2020-11-02,1205.91,1196.54,1208.4,1193.19,184.93M,1.82,Health
2020-11-03,1223.3,1213.5,1236.28,1213.5,162.29M,1.44,Health
2020-11-04,1277.71,1239.46,1297.75,1239.46,310.21M,4.45,Health
2020-11-05,1280.07,1284.6,1295.28,1277.61,220.48M,0.18,Health
2020-11-06,1282.04,1281.68,1288.33,1273.17,179.70M,0.15,Health
2020-11-09,1291.38,1301.26,1329.58,1290.81,469.80M,0.73,Health
2020-11-10,1295.95,1297.05,1300.7,1281.98,277.52M,0.35,Health
2020-11-11,1293.81,1301.19,1305.32,1287.91,203.26M,-0.17,Health
2020-11-12,1288.6,1290.66,1296.4,1280.67,180.59M,-0.4,Health
2020-11-13,1305.4,1294.18,1309.99,1293.33,171.86M,1.3,Health
2020-11-16,1302.87,1309.99,1314.03,1296.74,228.62M,-0.19,Health
2020-11-17,1293.3,1298.76,1298.88,1288.53,295.96M,-0.73,Health
2020-11-18,1270.51,1296.54,1296.82,1270.4,250.92M,-1.76,Health
2020-11-19,1268.74,1270.52,1271.17,1260.15,220.89M,-0.14,Health
2020-11-20,1266.25,1268.08,1272.24,1262.45,244.06M,-0.2,Health
2020-11-23,1262.42,1268.81,1272.34,1254.54,205.27M,-0.3,Health
2020-11-24,1266.01,1264.05,1274.57,1262.18,241.40M,0.28,Health
2020-11-25,1260.66,1266.19,1267.77,1256.24,166.28M,-0.42,Health
2020-11-27,1272.68,1263.8,1274.02,1262.42,101.69M,0.95,Health
2020-11-30,1276.31,1274.21,1277.71,1267.47,316.60M,0.29,Health
2020-12-01,1286.61,1283.54,1301.3,1283.54,241.25M,0.81,Health
2020-12-02,1296.94,1288.0,1299.08,1288.0,238.32M,0.8,Health
2020-12-03,1294.77,1296.72,1300.32,1290.02,233.69M,-0.17,Health
2020-12-04,1308.88,1294.46,1308.89,1293.4,195.29M,1.09,Health
2020-12-07,1300.77,1308.51,1308.61,1296.23,191.66M,-0.62,Health
2020-12-08,1310.26,1300.4,1311.57,1298.92,234.52M,0.73,Health
2020-12-09,1306.48,1311.95,1316.01,1300.26,240.14M,-0.29,Health
2020-12-10,1303.91,1305.89,1310.88,1301.24,190.62M,-0.2,Health
2020-12-11,1298.49,1301.75,1301.75,1290.26,204.99M,-0.42,Health
2020-12-14,1288.29,1304.48,1314.42,1288.11,278.29M,-0.79,Health
2020-12-15,1302.04,1291.57,1304.74,1290.19,239.21M,1.07,Health
2020-12-16,1297.69,1302.09,1305.53,1293.11,213.23M,-0.33,Health
2020-12-17,1312.28,1300.16,1313.02,1300.16,211.24M,1.12,Health
2020-12-18,1312.65,1312.57,1316.0,1299.53,382.32M,0.03,Health
2020-12-21,1299.99,1307.94,1307.94,1276.94,200.34M,-0.96,Health
2020-12-22,1295.75,1298.88,1300.49,1289.12,162.92M,-0.33,Health
2020-12-23,1296.78,1299.16,1306.57,1296.71,136.56M,0.08,Health
2020-12-24,1299.88,1297.32,1302.87,1295.97,55.45M,0.24,Health
2020-12-28,1303.37,1304.0,1309.83,1300.45,116.80M,0.27,Health
2020-12-29,1309.07,1308.34,1315.64,1305.71,117.27M,0.44,Health
2020-12-30,1309.08,1311.18,1316.91,1308.5,119.72M,0.0,Health
2020-12-31,1324.01,1309.31,1325.21,1305.53,138.17M,1.14,Health
2021-01-04,1316.89,1324.57,1328.66,1296.42,221.58M,-0.54,Health
2021-01-05,1325.67,1315.91,1331.38,1310.1,187.25M,0.67,Health
2021-01-06,1343.75,1319.76,1348.44,1312.47,227.92M,1.36,Health
2021-01-07,1362.09,1345.99,1364.67,1345.67,183.29M,1.36,Health
2021-01-08,1368.54,1363.71,1375.07,1356.58,175.93M,0.47,Health
2021-01-11,1375.46,1372.98,1377.95,1368.21,200.34M,0.51,Health
2021-01-12,1367.47,1375.63,1375.63,1354.93,203.72M,-0.58,Health
2021-01-13,1364.15,1360.3,1369.12,1355.34,175.28M,-0.24,Health
2021-01-14,1358.91,1364.62,1370.86,1357.74,215.48M,-0.38,Health
2021-01-15,1363.26,1358.17,1366.56,1350.56,211.25M,0.32,Health
2021-01-19,1373.74,1367.33,1378.19,1366.89,189.68M,0.77,Health
2021-01-20,1381.65,1374.19,1383.55,1368.44,174.02M,0.58,Health
2021-01-21,1374.72,1380.43,1380.44,1370.42,184.15M,-0.5,Health
2021-01-22,1370.9,1374.74,1378.13,1369.01,149.08M,-0.28,Health
2021-01-25,1379.86,1370.66,1380.19,1368.96,167.31M,0.65,Health
2021-01-26,1374.4,1380.39,1386.94,1373.82,154.71M,-0.4,Health
2021-01-27,1332.42,1371.94,1371.94,1329.51,266.88M,-3.05,Health
2021-01-28,1352.11,1334.09,1368.24,1334.09,222.15M,1.48,Health
2021-01-29,1340.92,1353.08,1359.05,1329.53,278.18M,-0.83,Health
2021-02-01,1345.17,1343.56,1355.72,1343.33,197.04M,0.32,Health
2021-02-02,1348.92,1347.07,1362.35,1347.07,256.85M,0.28,Health
2021-02-03,1339.46,1349.58,1349.77,1335.44,214.09M,-0.7,Health
2021-02-04,1344.26,1337.66,1350.66,1337.31,216.93M,0.36,Health
2021-02-05,1347.65,1345.45,1355.82,1344.39,207.14M,0.25,Health
2021-02-08,1349.6,1348.43,1354.43,1345.32,191.00M,0.14,Health
2021-02-09,1351.29,1349.85,1352.21,1347.68,172.30M,0.13,Health
2021-02-10,1353.55,1355.19,1359.77,1348.88,174.20M,0.17,Health
2021-02-11,1355.74,1354.72,1358.92,1349.57,148.63M,0.16,Health
2021-02-12,1365.94,1355.79,1367.17,1351.41,149.56M,0.75,Health
2021-02-16,1351.99,1366.52,1368.59,1348.03,196.42M,-1.02,Health
2021-02-17,1356.79,1350.16,1357.57,1346.01,173.12M,0.36,Health
2021-02-18,1347.97,1355.36,1355.36,1343.3,165.18M,-0.65,Health
2021-02-19,1332.52,1348.5,1349.78,1331.46,199.34M,-1.15,Health
2021-02-22,1328.53,1330.39,1332.33,1316.76,219.42M,-0.3,Health
2021-02-23,1326.48,1328.32,1335.13,1320.01,222.04M,-0.15,Health
2021-02-24,1335.2,1327.03,1342.65,1323.4,192.93M,0.66,Health
2021-02-25,1321.95,1335.05,1338.22,1315.42,202.44M,-0.99,Health
2021-02-26,1311.27,1321.94,1325.97,1307.67,255.90M,-0.81,Health
2021-03-01,1327.31,1315.3,1333.73,1315.3,182.10M,1.22,Health
2021-03-02,1324.03,1327.64,1333.75,1322.67,176.25M,-0.25,Health
2021-03-03,1306.45,1323.19,1323.19,1304.23,213.73M,-1.33,Health
2021-03-04,1289.06,1306.97,1312.43,1279.42,254.17M,-1.33,Health
2021-03-05,1315.13,1290.72,1319.22,1286.97,213.55M,2.02,Health
2021-03-08,1311.39,1314.85,1332.65,1310.79,188.43M,-0.28,Health
2021-03-09,1319.47,1313.38,1340.12,1313.38,198.76M,0.62,Health
2021-03-10,1322.33,1320.68,1335.56,1320.68,185.90M,0.22,Health
2021-03-11,1330.59,1323.62,1337.69,1323.62,166.12M,0.62,Health
2021-03-12,1332.42,1329.05,1333.95,1324.65,142.59M,0.14,Health
2021-03-15,1341.12,1329.5,1341.62,1328.52,176.46M,0.65,Health
2021-03-16,1340.61,1341.28,1345.17,1335.72,166.16M,-0.04,Health
2021-03-17,1335.15,1339.92,1341.37,1327.71,204.38M,-0.41,Health
2021-03-18,1332.61,1334.08,1343.81,1328.67,174.66M,-0.19,Health
2021-03-19,1337.41,1333.13,1345.39,1327.6,356.66M,0.36,Health
2021-03-22,1349.51,1337.39,1350.06,1329.54,162.96M,0.9,Health
2021-03-23,1335.59,1348.23,1349.65,1332.31,165.20M,-1.03,Health
2021-03-24,1334.81,1335.8,1344.34,1334.59,164.53M,-0.06,Health
2021-03-25,1338.97,1335.24,1342.02,1322.16,162.69M,0.31,Health
2021-03-26,1365.45,1340.57,1366.5,1339.76,168.14M,1.98,Health
2021-03-29,1370.87,1364.97,1375.81,1358.99,157.71M,0.4,Health
2021-03-30,1358.45,1370.36,1370.36,1355.7,159.00M,-0.91,Health
2021-03-31,1360.34,1359.16,1369.38,1359.16,187.77M,0.14,Health
2021-04-01,1357.4,1362.87,1364.55,1352.81,148.69M,-0.22,Health
2021-04-05,1366.35,1358.38,1370.74,1358.38,149.90M,0.66,Health
2021-04-06,1361.46,1368.17,1371.99,1359.22,156.82M,-0.36,Health
2021-04-07,1358.17,1361.14,1364.96,1354.56,148.39M,-0.24,Health
2021-04-08,1359.72,1359.49,1366.11,1358.54,143.07M,0.11,Health
2021-04-09,1375.56,1360.35,1375.82,1360.35,148.35M,1.16,Health
2021-04-12,1376.24,1375.18,1379.29,1372.19,148.21M,0.05,Health
2021-04-13,1382.34,1371.7,1385.77,1371.7,177.52M,0.44,Health
2021-04-14,1380.68,1382.6,1386.69,1378.84,142.28M,-0.12,Health
2021-04-15,1404.75,1382.68,1408.95,1382.68,162.96M,1.74,Health
2021-04-16,1415.24,1406.2,1416.92,1406.2,224.98M,0.75,Health
2021-04-19,1415.09,1415.03,1416.05,1408.96,162.57M,-0.01,Health
2021-04-20,1421.13,1414.73,1424.64,1409.13,171.18M,0.43,Health
2021-04-21,1437.3,1422.33,1438.69,1422.33,167.00M,1.14,Health
2021-04-22,1431.16,1435.84,1440.1,1426.31,179.91M,-0.43,Health
2021-04-23,1440.34,1430.78,1444.21,1427.96,149.07M,0.64,Health
2021-04-26,1435.26,1440.84,1440.84,1433.57,142.68M,-0.35,Health
2021-04-27,1427.98,1433.39,1433.39,1425.72,154.67M,-0.51,Health
2021-04-28,1423.0,1425.28,1427.0,1421.56,160.96M,-0.35,Health
2021-04-29,1417.49,1422.98,1424.96,1410.24,197.96M,-0.39,Health
2021-04-30,1412.92,1416.88,1420.23,1411.05,205.79M,-0.32,Health
2021-05-03,1429.43,1414.36,1431.11,1414.36,192.10M,1.17,Health
2021-05-04,1429.98,1429.6,1431.74,1421.49,236.77M,0.04,Health
2021-05-05,1433.22,1431.0,1437.97,1426.43,194.82M,0.23,Health
2021-05-06,1434.29,1429.62,1434.77,1417.62,210.55M,0.07,Health
2021-05-07,1444.6,1434.81,1452.18,1434.81,177.60M,0.72,Health
2021-05-10,1446.02,1446.18,1457.86,1445.94,202.67M,0.1,Health
2021-05-11,1431.91,1444.58,1444.94,1428.05,181.08M,-0.98,Health
2021-05-12,1417.53,1431.06,1431.06,1416.19,183.42M,-1.0,Health
2021-05-13,1430.99,1417.07,1436.52,1417.07,154.79M,0.95,Health
2021-05-14,1436.47,1432.55,1441.78,1432.55,133.56M,0.38,Health
2021-05-17,1434.08,1436.4,1441.93,1433.67,142.15M,-0.17,Health
2021-05-18,1434.77,1435.11,1443.14,1429.37,150.46M,0.05,Health
2021-05-19,1432.71,1432.72,1433.23,1415.84,161.12M,-0.14,Health
2021-05-20,1447.62,1432.93,1453.3,1432.93,156.69M,1.04,Health
2021-05-21,1447.14,1448.22,1462.53,1446.65,159.31M,-0.03,Health
2021-05-24,1447.97,1448.82,1457.09,1447.66,137.20M,0.06,Health
2021-05-25,1443.59,1448.23,1450.03,1442.34,170.48M,-0.3,Health
2021-05-26,1435.48,1443.93,1443.93,1429.34,174.86M,-0.56,Health
2021-05-27,1433.16,1435.88,1439.86,1431.69,269.20M,-0.16,Health
